,number_of_rooms,area_size,has_elevator,year_built,annual_fee_sek,annual_cost_sek,region_processed_bromma,region_processed_centrala sundbyberg,region_processed_gröndal,region_processed_hammarby sjöstad,region_processed_kungsholmen,region_processed_råsunda,region_processed_södermalm,region_processed_vasastan,region_processed_årsta,region_processed_östermalm,has_balcony_nej,has_balcony_unknown,cleaned_floor_number,brokerage_firm_processed_erik olsson fastighetsförmedling,brokerage_firm_processed_fastighetsbyrån stockholm - södermalm,brokerage_firm_processed_länsförsäkringar fastighetsförmedling solna,brokerage_firm_processed_notar,brokerage_firm_processed_tradition mäkleri,price_sold_sek
870,2.0,52,False,1944.0,3776,5400,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,3200000
871,2.0,49,True,1884.0,4221,6104,False,False,False,False,False,False,True,False,False,False,False,False,5.0,True,False,False,False,False,4700000
872,4.0,93,True,1988.0,5425,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,4300000
873,1.0,18,True,1951.0,1494,0,False,False,False,False,False,False,False,False,False,False,True,False,4.0,False,False,False,True,False,1500000
874,2.0,45,False,1914.0,1603,3600,False,False,False,False,False,False,True,False,False,False,False,True,0.0,False,False,False,False,False,4750000
875,3.0,70,True,1944.0,3712,7000,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,4400000
876,1.0,38,True,2018.0,2837,7100,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2400000
877,1.0,34,True,2022.0,3056,2400,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False,1795000
878,2.0,73,True,2017.0,5925,11345,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2735000
879,2.0,64,True,1902.0,4588,14952,False,False,False,False,True,False,False,False,False,False,True,False,1.0,False,False,False,True,False,6150000
880,1.0,34,True,1906.0,1970,9672,False,False,False,False,False,False,True,False,False,False,False,False,1.0,False,False,False,False,False,3540000
881,2.0,55,True,2017.0,3636,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,2850000
882,2.0,34,True,2009.0,2537,3600,False,False,False,False,False,False,False,True,False,False,False,False,4.0,False,False,False,True,False,4000000
886,2.0,52,True,1977.0,3423,0,False,False,False,False,False,False,False,False,False,False,True,False,-1.0,False,False,False,False,False,1505000
887,1.0,39,True,1912.0,2132,5088,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,True,False,2860000
888,3.0,76,True,1980.0,1537,4700,False,False,False,False,False,False,True,False,False,False,False,False,2.0,True,False,False,False,False,7300000
889,2.0,38,True,1934.0,2142,4800,False,False,False,False,True,False,False,False,False,False,False,True,4.0,False,False,False,False,False,4250000
890,2.0,51,True,1969.0,2829,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1500000
891,4.0,92,True,1969.0,5752,4896,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1495000
892,2.0,33,True,1938.0,2731,0,False,False,False,False,True,False,False,False,False,False,False,True,1.0,False,False,False,False,False,3110000
893,3.0,79,True,2006.0,4657,7792,False,False,False,False,False,False,False,False,False,False,False,False,2.0,True,False,False,False,False,4650000
894,2.0,68,True,1927.0,2867,0,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,6500000
895,4.0,99,True,1983.0,6021,6480,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,6000000
896,3.0,71,True,1912.0,2340,6000,False,False,False,False,True,False,False,False,False,False,False,False,4.0,False,False,False,False,False,8550000
897,4.0,93,True,1977.0,6094,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2150000
898,1.0,28,True,1929.0,1471,10332,False,False,False,False,False,False,False,True,False,False,True,False,4.0,True,False,False,False,False,2800000
899,2.0,49,True,1993.0,3495,6900,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2800000
901,2.0,71,True,1990.0,6254,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1375000
902,2.0,53,True,2020.0,3434,6708,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,2500000
903,1.0,20,True,1918.0,1368,0,False,False,False,False,False,False,False,True,False,False,False,True,5.0,False,False,False,False,False,2625000
904,2.0,69,True,1946.0,4906,4000,False,False,True,False,False,False,False,False,False,False,True,False,3.0,False,False,False,False,False,5200000
905,3.0,68,True,2017.0,4457,2196,False,False,False,False,False,False,False,False,False,False,False,False,15.0,False,False,False,False,False,4000000
906,2.0,61,True,1957.0,3321,9238,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,3100000
907,4.0,77,True,2018.0,6250,13812,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3125000
908,2.0,77,True,1993.0,5490,6000,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,1390000
909,2.0,46,True,2017.0,3334,10104,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2375000
910,2.0,66,True,1937.0,3606,7000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4500000
911,2.0,425,False,1943.0,2573,6780,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False,2800000
912,2.0,535,True,2016.0,3320,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False,3095000
913,3.0,53,True,1985.0,4622,1200,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,1500000
914,2.0,38,True,1942.0,3196,4000,False,False,False,False,False,False,False,False,False,False,True,False,-1.0,False,False,False,False,False,2550000
915,1.0,405,True,1982.0,3898,2400,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,1550000
916,4.0,105,True,2008.0,6696,6000,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,4600000
917,2.0,64,True,1905.0,3910,3312,False,False,False,False,False,False,True,False,False,False,False,False,5.0,False,False,False,False,True,9010000
918,2.0,573,True,1963.0,4054,1980,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,1495000
919,2.0,38,True,1910.0,1982,11854,False,False,False,False,False,False,False,False,False,False,False,True,5.0,False,True,False,False,False,4050000
920,1.0,38,True,2019.0,2968,0,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,True,False,False,1890000
921,2.0,69,True,1993.0,4566,6500,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,1670000
922,2.0,63,True,1950.0,3648,670,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2950000
923,2.0,40,True,1910.0,2520,6000,False,False,False,False,False,False,False,True,False,False,True,False,3.0,False,False,False,False,False,4550000
924,3.0,75,True,1958.0,4957,9000,False,False,False,False,False,False,False,False,False,False,False,False,6.0,False,False,False,False,False,2550000
925,2.0,40,True,2016.0,2768,2400,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,3800000
926,3.0,67,True,1960.0,3691,6000,False,False,False,False,False,False,False,False,False,False,False,False,13.0,False,False,False,False,False,2395000
927,2.0,69,True,1979.0,3371,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False,1875000
928,3.0,85,True,1994.0,3209,8160,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,False,False,False,False,10350000
929,2.0,547,True,1956.0,2912,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,True,False,False,2700000
930,2.0,57,True,1954.0,3887,6000,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,True,False,2150000
931,2.0,63,True,1996.0,4285,14400,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,3100000
932,3.0,72,True,1949.0,4471,7487,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3550000
934,2.0,63,True,1969.0,3756,6252,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,1700000
935,2.0,52,True,2019.0,3048,5100,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3110000
936,2.0,58,True,1950.0,4409,5400,False,False,False,False,False,False,False,False,False,False,False,False,4.0,False,False,False,False,False,2450000
937,3.0,67,True,1953.0,5406,8880,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3000000
939,2.0,62,True,1939.0,3538,0,False,True,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,3150000
941,1.0,28,True,1885.0,1041,1800,False,False,False,False,False,False,False,False,False,False,True,False,1.0,False,False,False,False,False,3180000
942,5.0,92,True,1946.0,4975,7200,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,5450000
943,2.0,54,True,1889.0,3645,11000,False,False,False,False,False,False,True,False,False,False,False,False,2.0,False,False,False,False,False,6425000
945,1.0,28,True,2008.0,1843,5000,False,False,False,False,False,False,False,False,False,False,False,True,0.0,False,False,False,False,False,1200000
946,3.0,77,True,1966.0,5240,0,False,False,False,False,False,False,False,False,False,False,False,False,1.0,True,False,False,False,False,2100000
947,1.0,38,True,1913.0,1524,5654,False,False,False,False,False,False,False,False,False,False,False,True,2.0,False,True,False,False,False,3580000
949,3.0,61,True,1946.0,3600,6350,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2925000
950,3.0,85,True,1975.0,8538,4200,False,False,False,False,False,False,False,False,False,False,False,False,10.0,False,False,False,True,False,1285000
951,3.0,84,True,2008.0,5178,9600,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,3225000
952,2.0,445,True,2003.0,3646,6000,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,1550000
953,3.0,72,True,1963.0,3286,12807,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,2750000
954,1.0,28,True,1939.0,2035,0,False,False,False,False,False,False,False,True,False,False,False,False,3.0,False,False,False,False,False,2825000
955,5.0,105,True,2010.0,4343,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,True,False,False,5600000
956,1.0,26,True,1938.0,1853,0,False,False,False,False,False,True,False,False,False,False,False,True,3.0,False,False,False,False,False,2185000
957,2.0,58,True,1954.0,3315,5628,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,2000000
958,2.0,61,True,2018.0,3541,0,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2600000
960,1.0,37,True,1969.0,3175,0,False,False,False,False,False,False,False,False,False,False,False,False,2.0,False,False,False,False,False,1295000
961,3.0,69,True,2023.0,4673,4500,False,False,False,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,2895000
963,1.0,303,True,1957.0,1552,1980,False,False,False,False,False,False,False,False,False,False,False,True,1.0,False,False,False,False,False,1050000
965,4.0,80,True,1948.0,5100,7800,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,False,False,4500000
967,3.0,76,True,1963.0,5031,0,False,False,False,False,False,False,False,False,False,False,False,False,9.0,False,False,False,False,False,2300000
969,2.0,383,True,1941.0,4070,6480,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,1850000
971,1.0,14,True,1957.0,834,2400,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,False,False,False,False,1350000
975,2.0,58,True,2015.0,3572,0,False,False,True,False,False,False,False,False,False,False,False,False,3.0,False,False,False,False,False,4415000
976,2.0,41,True,1940.0,2324,4800,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,2700000
977,3.0,77,True,2009.0,4346,7512,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,4870000
979,1.0,24,True,1943.0,1892,4680,False,False,False,False,False,True,False,False,False,False,True,False,3.0,False,False,False,True,False,1900000
